Years,x1_hr,rank,Probability,Frequency
"2017-2018",24.3,1,3.84615384615385,26
"2019-2020",24,2,7.69230769230769,13
"2001-2002",23.1,3,11.5384615384615,8.66666666666667
"2006-2007",20.8,4,15.3846153846154,6.5
"2012-2013",19.4,5,19.2307692307692,5.2
"2005-2006",19.1,6,23.0769230769231,4.33333333333333
"2004-2005",18.3,7,26.9230769230769,3.71428571428571
"2015-2016",16.7,8,30.7692307692308,3.25
"2020-2021",16.2,9,34.6153846153846,2.88888888888889
"2002-2003",14.5,10,38.4615384615385,2.6
"2010-2011",14.4,11,42.3076923076923,2.36363636363636
"2003-2004",13.8,12,46.1538461538462,2.16666666666667
"2008-2009",13.8,13,50,2
"2018-2019",13.8,14,53.8461538461538,1.85714285714286
"2016-2017",13.5,15,57.6923076923077,1.73333333333333
"2013-2014",12.2,16,61.5384615384615,1.625
"2007-2008",12.2,17,65.3846153846154,1.52941176470588
"2009-2010",11.6,18,69.2307692307692,1.44444444444444
"2014-2015",11,19,73.0769230769231,1.36842105263158
"1996-1997",10.3,20,76.9230769230769,1.3
"1998-1999",9.6,21,80.7692307692308,1.23809523809524
"2021-2022",8.8,22,84.6153846153846,1.18181818181818
"1997-1998",8.8,23,88.4615384615385,1.1304347826087
"2011-2012",8.2,24,92.3076923076923,1.08333333333333
"1999-2000",8.1,25,96.1538461538462,1.04
