Years,x20_min,rank,Probability,Frequency
"2017-2018",53.1,1,8.33333333333333,12
"2015-2016",39.9,2,16.6666666666667,6
"2014-2015",32.7,3,25,4
"2011-2012",30,4,33.3333333333333,3
"2019-2020",29.4,5,41.6666666666667,2.4
"2018-2019",27.6,6,50,2
"2020-2021",22.5,7,58.3333333333333,1.71428571428571
"2021-2022",19.5,8,66.6666666666667,1.5
"2012-2013",17.7,9,75,1.33333333333333
"2013-2014",16.2,10,83.3333333333333,1.2
"2016-2017",13.5,11,91.6666666666667,1.09090909090909
