Years,x3_hr,rank,Probability,Frequency
"2010-2011",17.1,1,20,5
"2011-2012",11.1666666666667,2,40,2.5
"2009-2010",8.06666666666667,3,60,1.66666666666667
"2008-2009",7.8,4,80,1.25
