Years,x10_min,rank,Probability,Frequency
"2006-2007",67.8,1,3.33333333333333,30
"1998-1999",66.6,2,6.66666666666667,15
"1993-1994",63.96,3,10,10
"2019-2020",63,4,13.3333333333333,7.5
"2010-2011",60.6,5,16.6666666666667,6
"2017-2018",54,6,20,5
"2008-2009",53.4,7,23.3333333333333,4.28571428571429
"2018-2019",51,8,26.6666666666667,3.75
"2015-2016",49.8,9,30,3.33333333333333
"2020-2021",47.4,10,33.3333333333333,3
"1995-1996",45.6,11,36.6666666666667,2.72727272727273
"2001-2002",42,12,40,2.5
"2013-2014",42,13,43.3333333333333,2.30769230769231
"2002-2003",41.4,14,46.6666666666667,2.14285714285714
"1997-1998",40.8,15,50,2
"2009-2010",40.2,16,53.3333333333333,1.875
"2021-2022",39.6,17,56.6666666666667,1.76470588235294
"2004-2005",38.4,18,60,1.66666666666667
"1994-1995",37.674,19,63.3333333333333,1.57894736842105
"2007-2008",34.8,20,66.6666666666667,1.5
"2000-2001",33,21,70,1.42857142857143
"2003-2004",32.4,22,73.3333333333333,1.36363636363636
"2012-2013",32.4,23,76.6666666666667,1.30434782608696
"2011-2012",31.2,24,80,1.25
"1996-1997",28.8,25,83.3333333333333,1.2
"1999-2000",27.6,26,86.6666666666667,1.15384615384615
"2016-2017",27,27,90,1.11111111111111
"2005-2006",26.4,28,93.3333333333333,1.07142857142857
"2014-2015",25.2,29,96.6666666666667,1.03448275862069
