Years,x1_5_hr,rank,Probability,Frequency
"2008-2009",57.5333333333333,1,4.54545454545455,22
"2012-2013",38.7333333333333,2,9.09090909090909,11
"2017-2018",37.6666666666667,3,13.6363636363636,7.33333333333333
"2003-2004",25.0666666666667,4,18.1818181818182,5.5
"2002-2003",22.4,5,22.7272727272727,4.4
"2020-2021",22.0666666666667,6,27.2727272727273,3.66666666666667
"2011-2012",21,7,31.8181818181818,3.14285714285714
"2021-2022",20.7333333333333,8,36.3636363636364,2.75
"2018-2019",17.0666666666667,9,40.9090909090909,2.44444444444444
"2019-2020",16.8,10,45.4545454545455,2.2
"2001-2002",16.6,11,50,2
"2014-2015",16.5333333333333,12,54.5454545454545,1.83333333333333
"2007-2008",16.2666666666667,13,59.0909090909091,1.69230769230769
"2010-2011",16,14,63.6363636363636,1.57142857142857
"2016-2017",15.0666666666667,15,68.1818181818182,1.46666666666667
"2015-2016",14.8666666666667,16,72.7272727272727,1.375
"2004-2005",14.5333333333333,17,77.2727272727273,1.29411764705882
"2009-2010",13.8666666666667,18,81.8181818181818,1.22222222222222
"2013-2014",11,19,86.3636363636364,1.15789473684211
"2006-2007",10.5333333333333,20,90.9090909090909,1.1
"2005-2006",9.2,21,95.4545454545455,1.04761904761905
