Years,x3_hr,rank,Probability,Frequency
"2000-2001",13.4333333333333,1,4.16666666666667,24
"2013-2014",13.3666666666667,2,8.33333333333333,12
"2010-2011",12.7,3,12.5,8
"2009-2010",11.8333333333333,4,16.6666666666667,6
"2014-2015",11.7666666666667,5,20.8333333333333,4.8
"2020-2021",10.5333333333333,6,25,4
"2005-2006",10.3,7,29.1666666666667,3.42857142857143
"2018-2019",10.1666666666667,8,33.3333333333333,3
"2007-2008",9.93333333333333,9,37.5,2.66666666666667
"2017-2018",9.33333333333333,10,41.6666666666667,2.4
"2001-2002",8.7,11,45.8333333333333,2.18181818181818
"2006-2007",8.46666666666667,12,50,2
"2019-2020",8,13,54.1666666666667,1.84615384615385
"2012-2013",7.96666666666667,14,58.3333333333333,1.71428571428571
"2021-2022",7.7,15,62.5,1.6
"2015-2016",7.5,16,66.6666666666667,1.5
"1999-2000",7.3,17,70.8333333333333,1.41176470588235
"2011-2012",7.2,18,75,1.33333333333333
"2004-2005",7.13333333333333,19,79.1666666666667,1.26315789473684
"2008-2009",5.66666666666667,20,83.3333333333333,1.2
"2003-2004",5.33333333333333,21,87.5,1.14285714285714
"2002-2003",5.13333333333333,22,91.6666666666667,1.09090909090909
"2016-2017",4.13333333333333,23,95.8333333333333,1.04347826086957
