Years,x1_hr,rank,Probability,Frequency
"2017-2018",33.8,1,4.34782608695652,23
"2011-2012",33,2,8.69565217391304,11.5
"2013-2014",31.2,3,13.0434782608696,7.66666666666667
"2012-2013",28.9,4,17.3913043478261,5.75
"2004-2005",27.1,5,21.7391304347826,4.6
"2002-2003",26.8,6,26.0869565217391,3.83333333333333
"2016-2017",26.7,7,30.4347826086957,3.28571428571429
"2014-2015",25.4,8,34.7826086956522,2.875
"2020-2021",24.9,9,39.1304347826087,2.55555555555556
"2019-2020",23.9,10,43.4782608695652,2.3
"2018-2019",23.5,11,47.8260869565217,2.09090909090909
"2009-2010",22.9,12,52.1739130434783,1.91666666666667
"2010-2011",22.8,13,56.5217391304348,1.76923076923077
"2015-2016",22.2,14,60.8695652173913,1.64285714285714
"2005-2006",21.7,15,65.2173913043478,1.53333333333333
"2000-2001",18.6,16,69.5652173913043,1.4375
"2007-2008",18.3,17,73.9130434782609,1.35294117647059
"1999-2000",17.8,18,78.2608695652174,1.27777777777778
"2008-2009",17.8,19,82.6086956521739,1.21052631578947
"2006-2007",17,20,86.9565217391304,1.15
"2003-2004",15.1,21,91.304347826087,1.0952380952381
"2001-2002",12.4,22,95.6521739130435,1.04545454545455
