Years,x4_hr,rank,Probability,Frequency
"2019-2020",14.475,1,6.25,16
"2017-2018",10.325,2,12.5,8
"2018-2019",9.9,3,18.75,5.33333333333333
"2012-2013",8.875,4,25,4
"2010-2011",8.575,5,31.25,3.2
"2020-2021",8.1,6,37.5,2.66666666666667
"2008-2009",6.6,7,43.75,2.28571428571429
"2013-2014",6.375,8,50,2
"2021-2022",6.075,9,56.25,1.77777777777778
"2015-2016",5.825,10,62.5,1.6
"2009-2010",5.7,11,68.75,1.45454545454545
"2014-2015",5.05,12,75,1.33333333333333
"2007-2008",4.925,13,81.25,1.23076923076923
"2011-2012",4.15,14,87.5,1.14285714285714
"2016-2017",4.05,15,93.75,1.06666666666667
