Years,x40_min,rank,Probability,Frequency
"2018-2019",14.55,1,16.6666666666667,6
"2020-2021",11.7,2,33.3333333333333,3
"2019-2020",11.55,3,50,2
"2017-2018",10.35,4,66.6666666666667,1.5
"2021-2022",5.25,5,83.3333333333333,1.2
