Years,x3_hr,rank,Probability,Frequency
"2011-2012",12.8,1,8.33333333333333,12
"2012-2013",8.63333333333333,2,16.6666666666667,6
"2019-2020",8.16666666666667,3,25,4
"2017-2018",8,4,33.3333333333333,3
"2020-2021",7.63333333333333,5,41.6666666666667,2.4
"2014-2015",7.36666666666667,6,50,2
"2018-2019",7.36666666666667,7,58.3333333333333,1.71428571428571
"2015-2016",6.63333333333333,8,66.6666666666667,1.5
"2013-2014",6.36666666666667,9,75,1.33333333333333
"2016-2017",6.26666666666667,10,83.3333333333333,1.2
"2021-2022",5.53333333333333,11,91.6666666666667,1.09090909090909
