Years,x4_5_hr,rank,Probability,Frequency
"2011-2012",8.53333333333333,1,8.33333333333333,12
"2012-2013",8.2,2,16.6666666666667,6
"2019-2020",7.4,3,25,4
"2017-2018",6.84444444444444,4,33.3333333333333,3
"2014-2015",6.77777777777778,5,41.6666666666667,2.4
"2020-2021",6.46666666666667,6,50,2
"2018-2019",6.06666666666667,7,58.3333333333333,1.71428571428571
"2016-2017",5.62222222222222,8,66.6666666666667,1.5
"2013-2014",5.4,9,75,1.33333333333333
"2015-2016",4.73333333333333,10,83.3333333333333,1.2
"2021-2022",4.53333333333333,11,91.6666666666667,1.09090909090909
