Years,x50_min,rank,Probability,Frequency
"2009-2010",33,1,16.6666666666667,6
"2010-2011",27,2,33.3333333333333,3
"2008-2009",17.76,3,50,2
"2011-2012",14.16,4,66.6666666666667,1.5
"2007-2008",12.48,5,83.3333333333333,1.2
