Years,x2_5_hr,rank,Probability,Frequency
"2020-2021",17.92,1,5.55555555555556,18
"2014-2015",15.8,2,11.1111111111111,9
"2009-2010",15.76,3,16.6666666666667,6
"2008-2009",14.44,4,22.2222222222222,4.5
"2019-2020",13.92,5,27.7777777777778,3.6
"2021-2022",13.16,6,33.3333333333333,3
"2011-2012",12.96,7,38.8888888888889,2.57142857142857
"2018-2019",12.32,8,44.4444444444444,2.25
"2017-2018",12.16,9,50,2
"2015-2016",12.08,10,55.5555555555556,1.8
"2010-2011",12.04,11,61.1111111111111,1.63636363636364
"2007-2008",11.56,12,66.6666666666667,1.5
"2013-2014",10.8,13,72.2222222222222,1.38461538461538
"2006-2007",9.72,14,77.7777777777778,1.28571428571429
"2012-2013",9.36,15,83.3333333333333,1.2
"2005-2006",9.32,16,88.8888888888889,1.125
"2016-2017",8.92,17,94.4444444444444,1.05882352941176
