Years,x6_hr,rank,Probability,Frequency
"2019-2020",7.61666666666667,1,4,25
"2015-2016",7,2,8,12.5
"2008-2009",6.43333333333333,3,12,8.33333333333333
"2013-2014",6.06666666666667,4,16,6.25
"2009-2010",5.71666666666667,5,20,5
"2010-2011",5.33333333333333,6,24,4.16666666666667
"1998-1999",5.26666666666667,7,28,3.57142857142857
"2020-2021",5.2,8,32,3.125
"2001-2002",5.01666666666667,9,36,2.77777777777778
"2014-2015",4.75,10,40,2.5
"1999-2000",4.7,11,44,2.27272727272727
"2018-2019",4.68333333333333,12,48,2.08333333333333
"2012-2013",4.56666666666667,13,52,1.92307692307692
"2002-2003",4.51666666666667,14,56,1.78571428571429
"2017-2018",4.51666666666667,15,60,1.66666666666667
"2003-2004",4.33333333333333,16,64,1.5625
"2005-2006",4.05,17,68,1.47058823529412
"2016-2017",3.83333333333333,18,72,1.38888888888889
"2000-2001",3.31666666666667,19,76,1.31578947368421
"2004-2005",3.2,20,80,1.25
"2006-2007",3.13333333333333,21,84,1.19047619047619
"2021-2022",2.93333333333333,22,88,1.13636363636364
"2011-2012",2.86666666666667,23,92,1.08695652173913
"2007-2008",2.6,24,96,1.04166666666667
