Years,x3_hr,rank,Probability,Frequency
"2016-2017",11.5666666666667,1,4.54545454545455,22
"2015-2016",11.1333333333333,2,9.09090909090909,11
"2001-2002",11.0666666666667,3,13.6363636363636,7.33333333333333
"2006-2007",10.1,4,18.1818181818182,5.5
"2021-2022",9.43333333333333,5,22.7272727272727,4.4
"2018-2019",9.23333333333333,6,27.2727272727273,3.66666666666667
"2010-2011",8.76666666666667,7,31.8181818181818,3.14285714285714
"2014-2015",8.73333333333333,8,36.3636363636364,2.75
"2002-2003",8.6,9,40.9090909090909,2.44444444444444
"2009-2010",8.56666666666667,10,45.4545454545455,2.2
"2012-2013",7.9,11,50,2
"2019-2020",7.76666666666667,12,54.5454545454545,1.83333333333333
"2017-2018",7.73333333333333,13,59.0909090909091,1.69230769230769
"2004-2005",7.7,14,63.6363636363636,1.57142857142857
"2005-2006",7.63333333333333,15,68.1818181818182,1.46666666666667
"2008-2009",6.96666666666667,16,72.7272727272727,1.375
"2011-2012",6.53333333333333,17,77.2727272727273,1.29411764705882
"2013-2014",5.66666666666667,18,81.8181818181818,1.22222222222222
"2020-2021",5.46666666666667,19,86.3636363636364,1.15789473684211
"2003-2004",5.43333333333333,20,90.9090909090909,1.1
"2007-2008",5.13333333333333,21,95.4545454545455,1.04761904761905
