Years,x4_hr,rank,Probability,Frequency
"2001-2002",13.975,1,3.33333333333333,30
"2002-2003",11.425,2,6.66666666666667,15
"2010-2011",11.1,3,10,10
"2019-2020",10.55,4,13.3333333333333,7.5
"2009-2010",9.925,5,16.6666666666667,6
"1999-2000",8.875,6,20,5
"1993-1994",8.82,7,23.3333333333333,4.28571428571429
"2015-2016",8.725,8,26.6666666666667,3.75
"1995-1996",7.45,9,30,3.33333333333333
"2004-2005",7.375,10,33.3333333333333,3
"2003-2004",7.3,11,36.6666666666667,2.72727272727273
"2008-2009",7.3,12,40,2.5
"1996-1997",6.65,13,43.3333333333333,2.30769230769231
"2017-2018",6.575,14,46.6666666666667,2.14285714285714
"2020-2021",6.575,15,50,2
"2011-2012",6.5,16,53.3333333333333,1.875
"2006-2007",5.975,17,56.6666666666667,1.76470588235294
"2012-2013",5.975,18,60,1.66666666666667
"1994-1995",5.8695,19,63.3333333333333,1.57894736842105
"1997-1998",5.825,20,66.6666666666667,1.5
"2005-2006",5.8,21,70,1.42857142857143
"2016-2017",5.575,22,73.3333333333333,1.36363636363636
"1998-1999",5.525,23,76.6666666666667,1.30434782608696
"2000-2001",5.275,24,80,1.25
"2014-2015",5.275,25,83.3333333333333,1.2
"2018-2019",5.075,26,86.6666666666667,1.15384615384615
"2021-2022",4.75,27,90,1.11111111111111
"2013-2014",4.3,28,93.3333333333333,1.07142857142857
"2007-2008",4.2,29,96.6666666666667,1.03448275862069
