Years,x30_min,rank,Probability,Frequency
"2016-2017",52.4,1,4.34782608695652,23
"2004-2005",51.6,2,8.69565217391304,11.5
"2002-2003",50.8,3,13.0434782608696,7.66666666666667
"2017-2018",48.4,4,17.3913043478261,5.75
"2012-2013",41.6,5,21.7391304347826,4.6
"2015-2016",41.4,6,26.0869565217391,3.83333333333333
"2018-2019",41.4,7,30.4347826086957,3.28571428571429
"2005-2006",41,8,34.7826086956522,2.875
"2013-2014",40.2,9,39.1304347826087,2.55555555555556
"2011-2012",40,10,43.4782608695652,2.3
"2014-2015",39.8,11,47.8260869565217,2.09090909090909
"2010-2011",36.8,12,52.1739130434783,1.91666666666667
"2020-2021",34.2,13,56.5217391304348,1.76923076923077
"2008-2009",33,14,60.8695652173913,1.64285714285714
"2009-2010",30.4,15,65.2173913043478,1.53333333333333
"2003-2004",30,16,69.5652173913043,1.4375
"2019-2020",28.2,17,73.9130434782609,1.35294117647059
"2007-2008",27.8,18,78.2608695652174,1.27777777777778
"2000-2001",27,19,82.6086956521739,1.21052631578947
"2006-2007",26.4,20,86.9565217391304,1.15
"1999-2000",25.4,21,91.304347826087,1.0952380952381
"2001-2002",18.8,22,95.6521739130435,1.04545454545455
