Years,x30_min,rank,Probability,Frequency
"2013-2014",35.4,1,6.66666666666667,15
"2019-2020",23.8,2,13.3333333333333,7.5
"2016-2017",21.6,3,20,5
"2015-2016",13.4,4,26.6666666666667,3.75
"2009-2010",11.2,5,33.3333333333333,3
"2014-2015",10.2,6,40,2.5
"2017-2018",9.8,7,46.6666666666667,2.14285714285714
"2020-2021",7.4,8,53.3333333333333,1.875
"2021-2022",6.6,9,60,1.66666666666667
"2018-2019",6.4,10,66.6666666666667,1.5
"2012-2013",4.6,11,73.3333333333333,1.36363636363636
"2007-2008",3.8,12,80,1.25
"2010-2011",3,13,86.6666666666667,1.15384615384615
"2008-2009",1.8,14,93.3333333333333,1.07142857142857
