Years,x4_5_hr,rank,Probability,Frequency
"2010-2011",12.91111111,1,4.54545454545455,22
"2002-2003",12.11111111,2,9.09090909090909,11
"2019-2020",11.06666667,3,13.6363636363636,7.33333333333333
"2015-2016",10.93333333,4,18.1818181818182,5.5
"2014-2015",9.377777778,5,22.7272727272727,4.4
"2020-2021",8.777777778,6,27.2727272727273,3.66666666666667
"2009-2010",8.666666667,7,31.8181818181818,3.14285714285714
"2003-2004",8.111111111,8,36.3636363636364,2.75
"2012-2013",8.111111111,9,40.9090909090909,2.44444444444444
"2001-2002",7.333333333,10,45.4545454545455,2.2
"2004-2005",7.288888889,11,50,2
"2005-2006",7.266666667,12,54.5454545454545,1.83333333333333
"2008-2009",6.955555556,13,59.0909090909091,1.69230769230769
"2007-2008",6.844444444,14,63.6363636363636,1.57142857142857
"2018-2019",6.688888889,15,68.1818181818182,1.46666666666667
"2006-2007",6.555555556,16,72.7272727272727,1.375
"2021-2022",6.488888889,17,77.2727272727273,1.29411764705882
"2016-2017",6.444444444,18,81.8181818181818,1.22222222222222
"2017-2018",6.422222222,19,86.3636363636364,1.15789473684211
"2011-2012",6.2,20,90.9090909090909,1.1
"2013-2014",4.044444444,21,95.4545454545455,1.04761904761905
