Years,x1_hr,rank,Probability,Frequency
"2008-2009",33.8,1,3.84615384615385,26
"2000-2001",27.4,2,7.69230769230769,13
"2014-2015",26.3,3,11.5384615384615,8.66666666666667
"2011-2012",23.1,4,15.3846153846154,6.5
"2020-2021",19.8,5,19.2307692307692,5.2
"1995-1996",19.7,6,23.0769230769231,4.33333333333333
"2004-2005",18.3,7,26.9230769230769,3.71428571428571
"2017-2018",17.9,8,30.7692307692308,3.25
"2009-2010",17.8,9,34.6153846153846,2.88888888888889
"2013-2014",17.6,10,38.4615384615385,2.6
"1996-1997",16,11,42.3076923076923,2.36363636363636
"2003-2004",16,12,46.1538461538462,2.16666666666667
"2010-2011",15.5,13,50,2
"2002-2003",15.2,14,53.8461538461538,1.85714285714286
"2019-2020",14.5,15,57.6923076923077,1.73333333333333
"1997-1998",13.5,16,61.5384615384615,1.625
"2018-2019",12.6,17,65.3846153846154,1.52941176470588
"2015-2016",12.2,18,69.2307692307692,1.44444444444444
"2001-2002",12.1,19,73.0769230769231,1.36842105263158
"2006-2007",11.9,20,76.9230769230769,1.3
"2021-2022",11.9,21,80.7692307692308,1.23809523809524
"2005-2006",11,22,84.6153846153846,1.18181818181818
"2012-2013",11,23,88.4615384615385,1.1304347826087
"2007-2008",9.6,24,92.3076923076923,1.08333333333333
"2016-2017",8,25,96.1538461538462,1.04
