Years,x4_hr,rank,Probability,Frequency
"2020-2021",11.875,1,5.55555555555556,18
"2014-2015",11.5,2,11.1111111111111,9
"2009-2010",11.375,3,16.6666666666667,6
"2017-2018",11.375,4,22.2222222222222,4.5
"2011-2012",10.475,5,27.7777777777778,3.6
"2012-2013",9.65,6,33.3333333333333,3
"2021-2022",9.3,7,38.8888888888889,2.57142857142857
"2010-2011",9.125,8,44.4444444444444,2.25
"2008-2009",9.025,9,50,2
"2019-2020",8.9,10,55.5555555555556,1.8
"2018-2019",8.6,11,61.1111111111111,1.63636363636364
"2013-2014",8.45,12,66.6666666666667,1.5
"2007-2008",8.1,13,72.2222222222222,1.38461538461538
"2005-2006",8.075,14,77.7777777777778,1.28571428571429
"2015-2016",7.6,15,83.3333333333333,1.2
"2006-2007",7.2,16,88.8888888888889,1.125
"2016-2017",6.15,17,94.4444444444444,1.05882352941176
