Years,x5_hr,rank,Probability,Frequency
"2013-2014",8.4,1,3.7037037037037,27
"1996-1997",7.9,2,7.40740740740741,13.5
"2019-2020",6.82,3,11.1111111111111,9
"2014-2015",6.18,4,14.8148148148148,6.75
"2006-2007",5.92,5,18.5185185185185,5.4
"2012-2013",5.38,6,22.2222222222222,4.5
"2004-2005",5.34,7,25.9259259259259,3.85714285714286
"2005-2006",5.22,8,29.6296296296296,3.375
"2015-2016",4.76,9,33.3333333333333,3
"2017-2018",4.52,10,37.037037037037,2.7
"2008-2009",4.44,11,40.7407407407407,2.45454545454545
"2009-2010",4.14,12,44.4444444444444,2.25
"2018-2019",3.8,13,48.1481481481481,2.07692307692308
"1997-1998",3.48,14,51.8518518518518,1.92857142857143
"1999-2000",3.44,15,55.5555555555556,1.8
"2002-2003",3.44,16,59.2592592592593,1.6875
"2001-2002",3.24,17,62.962962962963,1.58823529411765
"2011-2012",3.16,18,66.6666666666667,1.5
"2003-2004",2.98,19,70.3703703703704,1.42105263157895
"2007-2008",2.98,20,74.0740740740741,1.35
"2000-2001",2.8,21,77.7777777777778,1.28571428571429
"2021-2022",2.8,22,81.4814814814815,1.22727272727273
"1998-1999",2.44,23,85.1851851851852,1.17391304347826
"2020-2021",2.08,24,88.8888888888889,1.125
"2016-2017",2.08,25,92.5925925925926,1.08
"2010-2011",1.98,26,96.2962962962963,1.03846153846154
