Years,x3_5_hr,rank,Probability,Frequency
"2015-2016",7.8,1,7.69230769230769,13
"2018-2019",6.51428571428571,2,15.3846153846154,6.5
"2021-2022",4.77142857142857,3,23.0769230769231,4.33333333333333
"2013-2014",3.65714285714286,4,30.7692307692308,3.25
"2019-2020",3.65714285714286,5,38.4615384615385,2.6
"2014-2015",3.48571428571429,6,46.1538461538462,2.16666666666667
"2016-2017",3.45714285714286,7,53.8461538461538,1.85714285714286
"2009-2010",2.88571428571429,8,61.5384615384615,1.625
"2010-2011",2.11428571428571,9,69.2307692307692,1.44444444444444
"2020-2021",1.08571428571429,10,76.9230769230769,1.3
"2017-2018",1,11,84.6153846153846,1.18181818181818
"2011-2012",0.0571428571428571,12,92.3076923076923,1.08333333333333
