Years,x1_hr,rank,Probability,Frequency
"2004-2005",36.2,1,3.84615384615385,26
"2017-2018",25.2,2,7.69230769230769,13
"2008-2009",16.2,3,11.5384615384615,8.66666666666667
"2009-2010",15.1,4,15.3846153846154,6.5
"2000-2001",14.7,5,19.2307692307692,5.2
"2013-2014",14.6,6,23.0769230769231,4.33333333333333
"2015-2016",14.6,7,26.9230769230769,3.71428571428571
"2018-2019",13,8,30.7692307692308,3.25
"1997-1998",12.2,9,34.6153846153846,2.88888888888889
"1999-2000",10.9,10,38.4615384615385,2.6
"2010-2011",10.7,11,42.3076923076923,2.36363636363636
"2021-2022",8.7,12,46.1538461538462,2.16666666666667
"2014-2015",8.2,13,50,2
"2012-2013",7.8,14,53.8461538461538,1.85714285714286
"2006-2007",6.9,15,57.6923076923077,1.73333333333333
"2020-2021",6.8,16,61.5384615384615,1.625
"2001-2002",6.6,17,65.3846153846154,1.52941176470588
"2019-2020",6.5,18,69.2307692307692,1.44444444444444
"2011-2012",6.5,19,73.0769230769231,1.36842105263158
"1998-1999",6.1,20,76.9230769230769,1.3
"2007-2008",5.5,21,80.7692307692308,1.23809523809524
"2016-2017",5.5,22,84.6153846153846,1.18181818181818
"2005-2006",4.4,23,88.4615384615385,1.1304347826087
"2002-2003",4.3,24,92.3076923076923,1.08333333333333
"1996-1997",2.9,25,96.1538461538462,1.04
