Years,x6_hr,rank,Probability,Frequency
"2009-2010",12.3333333333333,1,4.34782608695652,23
"2004-2005",12.0333333333333,2,8.69565217391304,11.5
"2010-2011",11.45,3,13.0434782608696,7.66666666666667
"2011-2012",11.35,4,17.3913043478261,5.75
"2001-2002",10.2333333333333,5,21.7391304347826,4.6
"2018-2019",9.8,6,26.0869565217391,3.83333333333333
"2017-2018",9.65,7,30.4347826086957,3.28571428571429
"2003-2004",8.78333333333333,8,34.7826086956522,2.875
"2016-2017",8.73333333333333,9,39.1304347826087,2.55555555555556
"2012-2013",8.41666666666667,10,43.4782608695652,2.3
"2021-2022",8.31666666666667,11,47.8260869565217,2.09090909090909
"2002-2003",8.28333333333333,12,52.1739130434783,1.91666666666667
"2020-2021",8.28333333333333,13,56.5217391304348,1.76923076923077
"2005-2006",8.06666666666667,14,60.8695652173913,1.64285714285714
"2007-2008",7.75,15,65.2173913043478,1.53333333333333
"2006-2007",7.13333333333333,16,69.5652173913043,1.4375
"2014-2015",7.01666666666667,17,73.9130434782609,1.35294117647059
"2015-2016",6.6,18,78.2608695652174,1.27777777777778
"2019-2020",6.36666666666667,19,82.6086956521739,1.21052631578947
"2013-2014",6,20,86.9565217391304,1.15
"2000-2001",5.46666666666667,21,91.304347826087,1.0952380952381
"2008-2009",4.26666666666667,22,95.6521739130435,1.04545454545455
