Years,x50_min,rank,Probability,Frequency
"1997-1998",24.84,1,3.7037037037037,27
"2013-2014",24.6,2,7.40740740740741,13.5
"2002-2003",18.36,3,11.1111111111111,9
"2000-2001",16.68,4,14.8148148148148,6.75
"2019-2020",16.68,5,18.5185185185185,5.4
"2008-2009",16.32,6,22.2222222222222,4.5
"2014-2015",15.96,7,25.9259259259259,3.85714285714286
"2004-2005",15.6,8,29.6296296296296,3.375
"1996-1997",15.48,9,33.3333333333333,3
"2018-2019",13.92,10,37.037037037037,2.7
"2005-2006",13.44,11,40.7407407407407,2.45454545454545
"2009-2010",12.96,12,44.4444444444444,2.25
"2012-2013",12.6,13,48.1481481481481,2.07692307692308
"2017-2018",12.12,14,51.8518518518518,1.92857142857143
"2003-2004",11.4,15,55.5555555555556,1.8
"2010-2011",10.92,16,59.2592592592593,1.6875
"2015-2016",10.08,17,62.962962962963,1.58823529411765
"2016-2017",9.96,18,66.6666666666667,1.5
"2020-2021",8.88,19,70.3703703703704,1.42105263157895
"2006-2007",8.16,20,74.0740740740741,1.35
"2001-2002",7.92,21,77.7777777777778,1.28571428571429
"2007-2008",6.72,22,81.4814814814815,1.22727272727273
"1999-2000",6.36,23,85.1851851851852,1.17391304347826
"2011-2012",5.76,24,88.8888888888889,1.125
"2021-2022",5.4,25,92.5925925925926,1.08
"1998-1999",3.6,26,96.2962962962963,1.03846153846154
