Years,x1_hr,rank,Probability,Frequency
"2013-2014",30,1,4.16666666666667,24
"2000-2001",26.4,2,8.33333333333333,12
"2008-2009",18.4,3,12.5,8
"2019-2020",16.7,4,16.6666666666667,6
"2014-2015",16.6,5,20.8333333333333,4.8
"2015-2016",16.6,6,25,4
"2004-2005",15.5,7,29.1666666666667,3.42857142857143
"2011-2012",14,8,33.3333333333333,3
"2018-2019",12.4,9,37.5,2.66666666666667
"2021-2022",12.4,10,41.6666666666667,2.4
"2009-2010",11.7,11,45.8333333333333,2.18181818181818
"2017-2018",11.2,12,50,2
"2016-2017",10,13,54.1666666666667,1.84615384615385
"2007-2008",9.9,14,58.3333333333333,1.71428571428571
"2010-2011",9.6,15,62.5,1.6
"2005-2006",9.1,16,66.6666666666667,1.5
"2003-2004",8.6,17,70.8333333333333,1.41176470588235
"2002-2003",8.2,18,75,1.33333333333333
"2020-2021",8.1,19,79.1666666666667,1.26315789473684
"2012-2013",7.8,20,83.3333333333333,1.2
"2001-2002",6.9,21,87.5,1.14285714285714
"1999-2000",5.8,22,91.6666666666667,1.09090909090909
"2006-2007",4.8,23,95.8333333333333,1.04347826086957
