Years,x3_5_hr,rank,Probability,Frequency
"2004-2005",11.2,1,3.84615384615385,26
"2017-2018",7.71428571428571,2,7.69230769230769,13
"2021-2022",6.42857142857143,3,11.5384615384615,8.66666666666667
"2009-2010",6.28571428571429,4,15.3846153846154,6.5
"2000-2001",6.2,5,19.2307692307692,5.2
"2015-2016",5.94285714285714,6,23.0769230769231,4.33333333333333
"2018-2019",5.85714285714286,7,26.9230769230769,3.71428571428571
"2014-2015",5.82857142857143,8,30.7692307692308,3.25
"2013-2014",5.34285714285714,9,34.6153846153846,2.88888888888889
"2008-2009",5.2,10,38.4615384615385,2.6
"1997-1998",4.91428571428572,11,42.3076923076923,2.36363636363636
"2010-2011",3.65714285714286,12,46.1538461538462,2.16666666666667
"2001-2002",3.45714285714286,13,50,2
"2019-2020",3.22857142857143,14,53.8461538461538,1.85714285714286
"2012-2013",3.17142857142857,15,57.6923076923077,1.73333333333333
"1999-2000",3.11428571428571,16,61.5384615384615,1.625
"2006-2007",3.08571428571429,17,65.3846153846154,1.52941176470588
"2011-2012",2.8,18,69.2307692307692,1.44444444444444
"2020-2021",2.8,19,73.0769230769231,1.36842105263158
"2005-2006",2.77142857142857,20,76.9230769230769,1.3
"2007-2008",2.57142857142857,21,80.7692307692308,1.23809523809524
"1998-1999",2.2,22,84.6153846153846,1.18181818181818
"2016-2017",1.91428571428571,23,88.4615384615385,1.1304347826087
"2002-2003",1.88571428571429,24,92.3076923076923,1.08333333333333
"1996-1997",0.971428571428572,25,96.1538461538462,1.04
