Years,x6_hr,rank,Probability,Frequency
"2019-2020",14.8666666666667,1,4.54545454545455,22
"2010-2011",12.35,2,9.09090909090909,11
"2020-2021",11.5833333333333,3,13.6363636363636,7.33333333333333
"2014-2015",10.2833333333333,4,18.1818181818182,5.5
"2003-2004",9.3,5,22.7272727272727,4.4
"2006-2007",8.98333333333333,6,27.2727272727273,3.66666666666667
"2017-2018",8.58333333333333,7,31.8181818181818,3.14285714285714
"2018-2019",8.11666666666667,8,36.3636363636364,2.75
"2007-2008",7.51666666666667,9,40.9090909090909,2.44444444444444
"2012-2013",7.35,10,45.4545454545455,2.2
"2013-2014",7.26666666666667,11,50,2
"2011-2012",7.06666666666667,12,54.5454545454545,1.83333333333333
"2021-2022",6.75,13,59.0909090909091,1.69230769230769
"2001-2002",6.41666666666667,14,63.6363636363636,1.57142857142857
"2002-2003",5.06666666666667,15,68.1818181818182,1.46666666666667
"2008-2009",5.05,16,72.7272727272727,1.375
"2004-2005",4.88333333333333,17,77.2727272727273,1.29411764705882
"2005-2006",4.88333333333333,18,81.8181818181818,1.22222222222222
"2016-2017",4.73333333333333,19,86.3636363636364,1.15789473684211
"2015-2016",4.7,20,90.9090909090909,1.1
"2009-2010",4.68333333333333,21,95.4545454545455,1.04761904761905
