Years,x5_hr,rank,Probability,Frequency
"2020-2021",8.66,1,3.84615384615385,26
"2014-2015",8.56,2,7.69230769230769,13
"2013-2014",8.12,3,11.5384615384615,8.66666666666667
"2000-2001",7.84,4,15.3846153846154,6.5
"2004-2005",7.02,5,19.2307692307692,5.2
"2008-2009",6.98,6,23.0769230769231,4.33333333333333
"2010-2011",6.96,7,26.9230769230769,3.71428571428571
"2021-2022",6.96,8,30.7692307692308,3.25
"2006-2007",6.54,9,34.6153846153846,2.88888888888889
"2001-2002",5.96,10,38.4615384615385,2.6
"1996-1997",5.9,11,42.3076923076923,2.36363636363636
"2018-2019",5.86,12,46.1538461538462,2.16666666666667
"2019-2020",5.64,13,50,2
"2012-2013",5.58,14,53.8461538461538,1.85714285714286
"2011-2012",5.44,15,57.6923076923077,1.73333333333333
"1997-1998",5.2,16,61.5384615384615,1.625
"2007-2008",5.2,17,65.3846153846154,1.52941176470588
"2003-2004",4.96,18,69.2307692307692,1.44444444444444
"2015-2016",4.84,19,73.0769230769231,1.36842105263158
"2005-2006",4.38,20,76.9230769230769,1.3
"2017-2018",4.28,21,80.7692307692308,1.23809523809524
"2002-2003",4,22,84.6153846153846,1.18181818181818
"1995-1996",3.94,23,88.4615384615385,1.1304347826087
"2009-2010",3.82,24,92.3076923076923,1.08333333333333
"2016-2017",3.18,25,96.1538461538462,1.04
