Years,x4_5_hr,rank,Probability,Frequency
"2013-2014",6.64444444444444,1,7.69230769230769,13
"2012-2013",6.55555555555556,2,15.3846153846154,6.5
"2018-2019",6.51111111111111,3,23.0769230769231,4.33333333333333
"2017-2018",6.13333333333333,4,30.7692307692308,3.25
"2015-2016",5.46666666666667,5,38.4615384615385,2.6
"2019-2020",4.95555555555556,6,46.1538461538462,2.16666666666667
"2014-2015",4.93333333333333,7,53.8461538461538,1.85714285714286
"2021-2022",4.31111111111111,8,61.5384615384615,1.625
"2016-2017",4.28888888888889,9,69.2307692307692,1.44444444444444
"2011-2012",4.13333333333333,10,76.9230769230769,1.3
"2020-2021",3.88888888888889,11,84.6153846153846,1.18181818181818
"2010-2011",3.35555555555556,12,92.3076923076923,1.08333333333333
