Years,x6_hr,rank,Probability,Frequency
"2013-2014",6.28333333333333,1,3.7037037037037,27
"2014-2015",5.46666666666667,2,7.40740740740741,13.5
"2008-2009",4.61666666666667,3,11.1111111111111,9
"2006-2007",4.06666666666667,4,14.8148148148148,6.75
"2009-2010",4.01666666666667,5,18.5185185185185,5.4
"2019-2020",4,6,22.2222222222222,4.5
"2004-2005",3.6,7,25.9259259259259,3.85714285714286
"1997-1998",3.53333333333333,8,29.6296296296296,3.375
"2000-2001",3.36666666666667,9,33.3333333333333,3
"2012-2013",3.35,10,37.037037037037,2.7
"2018-2019",3.31666666666667,11,40.7407407407407,2.45454545454545
"2010-2011",3.25,12,44.4444444444444,2.25
"2003-2004",3.13333333333333,13,48.1481481481481,2.07692307692308
"2017-2018",3.11666666666667,14,51.8518518518518,1.92857142857143
"2002-2003",2.95,15,55.5555555555556,1.8
"2015-2016",2.86666666666667,16,59.2592592592593,1.6875
"1996-1997",2.76666666666667,17,62.962962962963,1.58823529411765
"2005-2006",2.75,18,66.6666666666667,1.5
"2021-2022",2.53333333333333,19,70.3703703703704,1.42105263157895
"2020-2021",2.48333333333333,20,74.0740740740741,1.35
"1999-2000",2.4,21,77.7777777777778,1.28571428571429
"2007-2008",2.16666666666667,22,81.4814814814815,1.22727272727273
"2016-2017",1.96666666666667,23,85.1851851851852,1.17391304347826
"1998-1999",1.88333333333333,24,88.8888888888889,1.125
"2001-2002",1.85,25,92.5925925925926,1.08
"2011-2012",1.85,26,96.2962962962963,1.03846153846154
