Years,x10_min,rank,Probability,Frequency
"2001-2002",64.8,1,4.54545454545455,22
"2018-2019",45,2,9.09090909090909,11
"2019-2020",43.2,3,13.6363636363636,7.33333333333333
"2020-2021",42.6,4,18.1818181818182,5.5
"2015-2016",42,5,22.7272727272727,4.4
"2005-2006",39.6,6,27.2727272727273,3.66666666666667
"2011-2012",38.4,7,31.8181818181818,3.14285714285714
"2021-2022",37.2,8,36.3636363636364,2.75
"2009-2010",36.6,9,40.9090909090909,2.44444444444444
"2004-2005",36,10,45.4545454545455,2.2
"2007-2008",34.8,11,50,2
"2016-2017",34.8,12,54.5454545454545,1.83333333333333
"2006-2007",31.8,13,59.0909090909091,1.69230769230769
"2014-2015",31.8,14,63.6363636363636,1.57142857142857
"2017-2018",31.2,15,68.1818181818182,1.46666666666667
"2002-2003",30.6,16,72.7272727272727,1.375
"2012-2013",30.6,17,77.2727272727273,1.29411764705882
"2008-2009",26.4,18,81.8181818181818,1.22222222222222
"2010-2011",26.4,19,86.3636363636364,1.15789473684211
"2013-2014",25.2,20,90.9090909090909,1.1
"2003-2004",21.6,21,95.4545454545455,1.04761904761905
