Years,x1_5_hr,rank,Probability,Frequency
"2019-2020",26.8666666666667,1,6.66666666666667,15
"2012-2013",24.6,2,13.3333333333333,7.5
"2014-2015",20.6666666666667,3,20,5
"2010-2011",18,4,26.6666666666667,3.75
"2020-2021",15.8,5,33.3333333333333,3
"2018-2019",15.7333333333333,6,40,2.5
"2021-2022",15.7333333333333,7,46.6666666666667,2.14285714285714
"2017-2018",15.4,8,53.3333333333333,1.875
"2016-2017",15.0666666666667,9,60,1.66666666666667
"2013-2014",12.4666666666667,10,66.6666666666667,1.5
"2008-2009",11.4,11,73.3333333333333,1.36363636363636
"2015-2016",10.8666666666667,12,80,1.25
"2009-2010",10.8,13,86.6666666666667,1.15384615384615
"2011-2012",9.86666666666667,14,93.3333333333333,1.07142857142857
