Years,x4_5_hr,rank,Probability,Frequency
"2020-2021",18.5333333333333,1,7.14285714285714,14
"2021-2022",16.2222222222222,2,14.2857142857143,7
"2010-2011",13.7555555555556,3,21.4285714285714,4.66666666666667
"2018-2019",13.3111111111111,4,28.5714285714286,3.5
"2019-2020",12.2888888888889,5,35.7142857142857,2.8
"2013-2014",10.3777777777778,6,42.8571428571429,2.33333333333333
"2012-2013",10,7,50,2
"2017-2018",8.22222222222222,8,57.1428571428571,1.75
"2014-2015",7.44444444444444,9,64.2857142857143,1.55555555555556
"2009-2010",7.17777777777778,10,71.4285714285714,1.4
"2015-2016",7.04444444444445,11,78.5714285714286,1.27272727272727
"2011-2012",5.4,12,85.7142857142857,1.16666666666667
"2016-2017",4.71111111111111,13,92.8571428571429,1.07692307692308
