Years,x1_hr,rank,Probability,Frequency
"2020-2021",51.7,1,3.84615384615385,26
"2002-2003",39.4,2,7.69230769230769,13
"2010-2011",33.4,3,11.5384615384615,8.66666666666667
"2014-2015",33.2,4,15.3846153846154,6.5
"1999-2000",26.5,5,19.2307692307692,5.2
"2008-2009",25.3,6,23.0769230769231,4.33333333333333
"2021-2022",24.9,7,26.9230769230769,3.71428571428571
"2012-2013",24.1,8,30.7692307692308,3.25
"2015-2016",23.4,9,34.6153846153846,2.88888888888889
"2001-2002",22.9,10,38.4615384615385,2.6
"2019-2020",21,11,42.3076923076923,2.36363636363636
"2009-2010",20.5,12,46.1538461538462,2.16666666666667
"2000-2001",19.5,13,50,2
"2004-2005",19.1,14,53.8461538461538,1.85714285714286
"2011-2012",18.4,15,57.6923076923077,1.73333333333333
"1994-1995",18.3,16,61.5384615384615,1.625
"2006-2007",18.2,17,65.3846153846154,1.52941176470588
"2018-2019",17.5,18,69.2307692307692,1.44444444444444
"2017-2018",16.3,19,73.0769230769231,1.36842105263158
"2007-2008",14.9,20,76.9230769230769,1.3
"2016-2017",14.4,21,80.7692307692308,1.23809523809524
"2003-2004",14.1,22,84.6153846153846,1.18181818181818
"2013-2014",13.5,23,88.4615384615385,1.1304347826087
"1993-1994",12,24,92.3076923076923,1.08333333333333
"2005-2006",11.4,25,96.1538461538462,1.04
