Years,x6_hr,rank,Probability,Frequency
"2021-2022",6.7,1,6.25,16
"2018-2019",6.3,2,12.5,8
"2013-2014",5.5,3,18.75,5.33333333333333
"2012-2013",4.58333333333333,4,25,4
"2007-2008",4.23333333333333,5,31.25,3.2
"2009-2010",4.18333333333333,6,37.5,2.66666666666667
"2020-2021",4.16666666666667,7,43.75,2.28571428571429
"2017-2018",3.93333333333333,8,50,2
"2011-2012",3.88333333333333,9,56.25,1.77777777777778
"2014-2015",3.53333333333333,10,62.5,1.6
"2010-2011",3.5,11,68.75,1.45454545454545
"2008-2009",3.46666666666667,12,75,1.33333333333333
"2015-2016",3.31666666666667,13,81.25,1.23076923076923
"2019-2020",3.25,14,87.5,1.14285714285714
"2016-2017",3.11666666666667,15,93.75,1.06666666666667
