Years,x2_hr,rank,Probability,Frequency
"2013-2014",16.35,1,4.16666666666667,24
"2000-2001",16.25,2,8.33333333333333,12
"2015-2016",11.9,3,12.5,8
"2017-2018",9.75,4,16.6666666666667,6
"2008-2009",9.2,5,20.8333333333333,4.8
"2004-2005",9.15,6,25,4
"2009-2010",9,7,29.1666666666667,3.42857142857143
"2014-2015",8.6,8,33.3333333333333,3
"2019-2020",8.35,9,37.5,2.66666666666667
"2016-2017",8.05,10,41.6666666666667,2.4
"2018-2019",7.75,11,45.8333333333333,2.18181818181818
"2021-2022",7.7,12,50,2
"2011-2012",7.35,13,54.1666666666667,1.84615384615385
"2020-2021",6.75,14,58.3333333333333,1.71428571428571
"2012-2013",6.45,15,62.5,1.6
"2010-2011",6.2,16,66.6666666666667,1.5
"2007-2008",6.1,17,70.8333333333333,1.41176470588235
"2001-2002",5.2,18,75,1.33333333333333
"2005-2006",4.9,19,79.1666666666667,1.26315789473684
"1999-2000",4.85,20,83.3333333333333,1.2
"2003-2004",4.7,21,87.5,1.14285714285714
"2002-2003",4.55,22,91.6666666666667,1.09090909090909
"2006-2007",2.5,23,95.8333333333333,1.04347826086957
