Years,x10_min,rank,Probability,Frequency
"2008-2009",79.2,1,6.66666666666667,15
"2009-2010",63.6,2,13.3333333333333,7.5
"2014-2015",63.6,3,20,5
"2015-2016",63.6,4,26.6666666666667,3.75
"2019-2020",63,5,33.3333333333333,3
"2017-2018",60,6,40,2.5
"2018-2019",59.4,7,46.6666666666667,2.14285714285714
"2020-2021",55.8,8,53.3333333333333,1.875
"2012-2013",54.6,9,60,1.66666666666667
"2016-2017",54,10,66.6666666666667,1.5
"2010-2011",52.8,11,73.3333333333333,1.36363636363636
"2021-2022",43.2,12,80,1.25
"2011-2012",31.2,13,86.6666666666667,1.15384615384615
"2013-2014",30.6,14,93.3333333333333,1.07142857142857
