Years,x3_5_hr,rank,Probability,Frequency
"2008-2009",9.257142857,1,5.55555555555556,18
"2017-2018",8.542857143,2,11.1111111111111,9
"2011-2012",7.8,3,16.6666666666667,6
"2021-2022",6.314285714,4,22.2222222222222,4.5
"2014-2015",6.057142857,5,27.7777777777778,3.6
"2012-2013",6.028571429,6,33.3333333333333,3
"2009-2010",5.8,7,38.8888888888889,2.57142857142857
"2015-2016",5.742857143,8,44.4444444444444,2.25
"2019-2020",5.028571429,9,50,2
"2016-2017",4.971428571,10,55.5555555555556,1.8
"2013-2014",4.914285714,11,61.1111111111111,1.63636363636364
"2018-2019",4.914285714,12,66.6666666666667,1.5
"2020-2021",4.657142857,13,72.2222222222222,1.38461538461538
"2010-2011",4.142857143,14,77.7777777777778,1.28571428571429
"2006-2007",3.371428571,15,83.3333333333333,1.2
"2007-2008",3.2,16,88.8888888888889,1.125
"1993-1994",2.742857143,17,94.4444444444444,1.05882352941176
