Years,x40_min,rank,Probability,Frequency
"2005-2006",45.75,1,3.84615384615385,26
"2007-2008",45,2,7.69230769230769,13
"2002-2003",44.7,3,11.5384615384615,8.66666666666667
"1998-1999",40.2,4,15.3846153846154,6.5
"2013-2014",37.95,5,19.2307692307692,5.2
"2006-2007",35.55,6,23.0769230769231,4.33333333333333
"2010-2011",34.35,7,26.9230769230769,3.71428571428571
"2009-2010",33,8,30.7692307692308,3.25
"2011-2012",30.75,9,34.6153846153846,2.88888888888889
"2003-2004",30.6,10,38.4615384615385,2.6
"2018-2019",30.15,11,42.3076923076923,2.36363636363636
"2014-2015",29.55,12,46.1538461538462,2.16666666666667
"2001-2002",28.8,13,50,2
"2019-2020",28.5,14,53.8461538461538,1.85714285714286
"2021-2022",26.55,15,57.6923076923077,1.73333333333333
"2020-2021",22.5,16,61.5384615384615,1.625
"2000-2001",22.35,17,65.3846153846154,1.52941176470588
"2016-2017",21.75,18,69.2307692307692,1.44444444444444
"2015-2016",20.85,19,73.0769230769231,1.36842105263158
"2012-2013",19.8,20,76.9230769230769,1.3
"1999-2000",18.9,21,80.7692307692308,1.23809523809524
"1997-1998",18.75,22,84.6153846153846,1.18181818181818
"2008-2009",18.15,23,88.4615384615385,1.1304347826087
"2017-2018",17.25,24,92.3076923076923,1.08333333333333
"2004-2005",16.5,25,96.1538461538462,1.04
