Years,x6_hr,rank,Probability,Frequency
"2008-2009",5.766666667,1,5.55555555555556,18
"2017-2018",5.083333333,2,11.1111111111111,9
"2021-2022",5.05,3,16.6666666666667,6
"2011-2012",4.85,4,22.2222222222222,4.5
"2012-2013",4.6,5,27.7777777777778,3.6
"2014-2015",4.583333333,6,33.3333333333333,3
"2015-2016",4.1,7,38.8888888888889,2.57142857142857
"2013-2014",3.816666667,8,44.4444444444444,2.25
"2020-2021",3.816666667,9,50,2
"2010-2011",3.8,10,55.5555555555556,1.8
"2009-2010",3.616666667,11,61.1111111111111,1.63636363636364
"2018-2019",3.216666667,12,66.6666666666667,1.5
"2019-2020",3.05,13,72.2222222222222,1.38461538461538
"2016-2017",3.016666667,14,77.7777777777778,1.28571428571429
"2006-2007",2.516666667,15,83.3333333333333,1.2
"2007-2008",2.166666667,16,88.8888888888889,1.125
"1993-1994",1.633333333,17,94.4444444444444,1.05882352941176
