Years,x2_5_hr,rank,Probability,Frequency
"2000-2001",14.08,1,4.16666666666667,24
"2013-2014",13.16,2,8.33333333333333,12
"2015-2016",10.92,3,12.5,8
"2017-2018",8.92,4,16.6666666666667,6
"2009-2010",8.36,5,20.8333333333333,4.8
"2004-2005",8.24,6,25,4
"2016-2017",7.68,7,29.1666666666667,3.42857142857143
"2008-2009",7.36,8,33.3333333333333,3
"2021-2022",7.32,9,37.5,2.66666666666667
"2014-2015",7,10,41.6666666666667,2.4
"2019-2020",6.68,11,45.8333333333333,2.18181818181818
"2018-2019",6.36,12,50,2
"2012-2013",6,13,54.1666666666667,1.84615384615385
"2011-2012",5.96,14,58.3333333333333,1.71428571428571
"2020-2021",5.68,15,62.5,1.6
"2001-2002",5.32,16,66.6666666666667,1.5
"2007-2008",5.28,17,70.8333333333333,1.41176470588235
"2010-2011",5.04,18,75,1.33333333333333
"1999-2000",4.96,19,79.1666666666667,1.26315789473684
"2002-2003",4.16,20,83.3333333333333,1.2
"2005-2006",3.92,21,87.5,1.14285714285714
"2003-2004",3.76,22,91.6666666666667,1.09090909090909
"2006-2007",2.28,23,95.8333333333333,1.04347826086957
