Years,x6_hr,rank,Probability,Frequency
"2016-2017",10.7333333333333,1,4.34782608695652,23
"2010-2011",9.18333333333333,2,8.69565217391304,11.5
"2018-2019",8.5,3,13.0434782608696,7.66666666666667
"2008-2009",8.38333333333333,4,17.3913043478261,5.75
"2019-2020",7.3,5,21.7391304347826,4.6
"2009-2010",7,6,26.0869565217391,3.83333333333333
"2004-2005",6.88333333333333,7,30.4347826086957,3.28571428571429
"2012-2013",6.68333333333333,8,34.7826086956522,2.875
"2005-2006",6.43333333333333,9,39.1304347826087,2.55555555555556
"2001-2002",6.4,10,43.4782608695652,2.3
"2015-2016",6.1,11,47.8260869565217,2.09090909090909
"2014-2015",6,12,52.1739130434783,1.91666666666667
"2002-2003",5.95,13,56.5217391304348,1.76923076923077
"2021-2022",5.93333333333333,14,60.8695652173913,1.64285714285714
"2013-2014",5.75,15,65.2173913043478,1.53333333333333
"2006-2007",5.56666666666667,16,69.5652173913043,1.4375
"2017-2018",5.38333333333333,17,73.9130434782609,1.35294117647059
"1999-2000",5.33333333333333,18,78.2608695652174,1.27777777777778
"2020-2021",5.2,19,82.6086956521739,1.21052631578947
"2011-2012",4.98333333333333,20,86.9565217391304,1.15
"2003-2004",4.78333333333333,21,91.304347826087,1.0952380952381
"2007-2008",4.65,22,95.6521739130435,1.04545454545455
