Years,x2_hr,rank,Probability,Frequency
"2009-2010",16.8,1,6.66666666666667,15
"2015-2016",10.25,2,13.3333333333333,7.5
"2013-2014",7.4,3,20,5
"2014-2015",5.9,4,26.6666666666667,3.75
"2008-2009",5.45,5,33.3333333333333,3
"2021-2022",5.35,6,40,2.5
"2019-2020",5.2,7,46.6666666666667,2.14285714285714
"2011-2012",3.9,8,53.3333333333333,1.875
"2017-2018",3.8,9,60,1.66666666666667
"2018-2019",3.8,10,66.6666666666667,1.5
"2012-2013",2.5,11,73.3333333333333,1.36363636363636
"2016-2017",2.15,12,80,1.25
"2010-2011",2.05,13,86.6666666666667,1.15384615384615
"2020-2021",1.15,14,93.3333333333333,1.07142857142857
