Years,x20_min,rank,Probability,Frequency
"2010-2011",64.2,1,7.14285714285714,14
"2012-2013",56.7,2,14.2857142857143,7
"2013-2014",54.9,3,21.4285714285714,4.66666666666667
"2020-2021",45.3,4,28.5714285714286,3.5
"2021-2022",44.7,5,35.7142857142857,2.8
"2018-2019",44.4,6,42.8571428571429,2.33333333333333
"2015-2016",41.7,7,50,2
"2017-2018",40.5,8,57.1428571428571,1.75
"2011-2012",37.8,9,64.2857142857143,1.55555555555556
"2009-2010",36,10,71.4285714285714,1.4
"2019-2020",34.2,11,78.5714285714286,1.27272727272727
"2014-2015",32.7,12,85.7142857142857,1.16666666666667
"2016-2017",24,13,92.8571428571429,1.07692307692308
