Years,x2_5_hr,rank,Probability,Frequency
"2017-2018",11.64,1,5.55555555555556,18
"2008-2009",11.52,2,11.1111111111111,9
"2009-2010",11.52,3,16.6666666666667,6
"2005-2006",11.24,4,22.2222222222222,4.5
"2018-2019",9.28,5,27.7777777777778,3.6
"2014-2015",8.48,6,33.3333333333333,3
"2015-2016",8.4,7,38.8888888888889,2.57142857142857
"2019-2020",8.12,8,44.4444444444444,2.25
"2013-2014",7.96,9,50,2
"2006-2007",7.92,10,55.5555555555556,1.8
"2016-2017",7.92,11,61.1111111111111,1.63636363636364
"2007-2008",7.92,12,66.6666666666667,1.5
"2012-2013",7.76,13,72.2222222222222,1.38461538461538
"2020-2021",7.72,14,77.7777777777778,1.28571428571429
"2011-2012",6.32,15,83.3333333333333,1.2
"2010-2011",6.24,16,88.8888888888889,1.125
"2021-2022",6.2,17,94.4444444444444,1.05882352941176
