Years,x4_5_hr,rank,Probability,Frequency
"2009-2010",13.4444444444444,1,8.33333333333333,12
"2005-2006",11.2666666666667,2,16.6666666666667,6
"2002-2003",8.95555555555556,3,25,4
"2008-2009",8.55555555555555,4,33.3333333333333,3
"2010-2011",7.51111111111111,5,41.6666666666667,2.4
"2004-2005",6.6,6,50,2
"2003-2004",6.51111111111111,7,58.3333333333333,1.71428571428571
"2001-2002",6.31111111111111,8,66.6666666666667,1.5
"2000-2001",5.55555555555556,9,75,1.33333333333333
"2007-2008",5.31111111111111,10,83.3333333333333,1.2
"2006-2007",3.68888888888889,11,91.6666666666667,1.09090909090909
