Years,x30_min,rank,Probability,Frequency
"2000-2001",48,1,3.84615384615385,26
"2008-2009",46.4,2,7.69230769230769,13
"2014-2015",41,3,11.5384615384615,8.66666666666667
"1995-1996",39.4,4,15.3846153846154,6.5
"2020-2021",38.8,5,19.2307692307692,5.2
"2011-2012",37,6,23.0769230769231,4.33333333333333
"1996-1997",32,7,26.9230769230769,3.71428571428571
"2009-2010",31.2,8,30.7692307692308,3.25
"2017-2018",31,9,34.6153846153846,2.88888888888889
"2010-2011",30.6,10,38.4615384615385,2.6
"2013-2014",28.6,11,42.3076923076923,2.36363636363636
"2002-2003",27.2,12,46.1538461538462,2.16666666666667
"2004-2005",23.8,13,50,2
"1997-1998",22.4,14,53.8461538461538,1.85714285714286
"2018-2019",21.2,15,57.6923076923077,1.73333333333333
"2003-2004",21,16,61.5384615384615,1.625
"2005-2006",21,17,65.3846153846154,1.52941176470588
"2001-2002",18.6,18,69.2307692307692,1.44444444444444
"2019-2020",18.4,19,73.0769230769231,1.36842105263158
"2007-2008",18.2,20,76.9230769230769,1.3
"2015-2016",18,21,80.7692307692308,1.23809523809524
"2021-2022",16.4,22,84.6153846153846,1.18181818181818
"2006-2007",15.4,23,88.4615384615385,1.1304347826087
"2012-2013",15.2,24,92.3076923076923,1.08333333333333
"2016-2017",13,25,96.1538461538462,1.04
