Years,x4_hr,rank,Probability,Frequency
"2006-2007",13.1,1,5.88235294117647,17
"2020-2021",12.8,2,11.7647058823529,8.5
"2015-2016",11.725,3,17.6470588235294,5.66666666666667
"2007-2008",10.375,4,23.5294117647059,4.25
"2017-2018",9.15,5,29.4117647058824,3.4
"2009-2010",8.7,6,35.2941176470588,2.83333333333333
"2019-2020",8,7,41.1764705882353,2.42857142857143
"2011-2012",7.8,8,47.0588235294118,2.125
"2014-2015",7.15,9,52.9411764705882,1.88888888888889
"2021-2022",6.65,10,58.8235294117647,1.7
"2016-2017",6.625,11,64.7058823529412,1.54545454545455
"2010-2011",5.65,12,70.5882352941177,1.41666666666667
"2018-2019",5.625,13,76.4705882352941,1.30769230769231
"2008-2009",5.25,14,82.3529411764706,1.21428571428571
"2012-2013",5.25,15,88.2352941176471,1.13333333333333
"2013-2014",4.3,16,94.1176470588235,1.0625
