Years,x3_hr,rank,Probability,Frequency
"2020-2021",23.4333333333333,1,7.14285714285714,14
"2021-2022",22.2666666666667,2,14.2857142857143,7
"2018-2019",15.3333333333333,3,21.4285714285714,4.66666666666667
"2019-2020",14.3,4,28.5714285714286,3.5
"2010-2011",13.6333333333333,5,35.7142857142857,2.8
"2012-2013",13.4,6,42.8571428571429,2.33333333333333
"2013-2014",12.4666666666667,7,50,2
"2017-2018",10.2666666666667,8,57.1428571428571,1.75
"2014-2015",9.5,9,64.2857142857143,1.55555555555556
"2015-2016",9.2,10,71.4285714285714,1.4
"2009-2010",8.4,11,78.5714285714286,1.27272727272727
"2011-2012",7.96666666666667,12,85.7142857142857,1.16666666666667
"2016-2017",6.8,13,92.8571428571429,1.07692307692308
