Years,x4_hr,rank,Probability,Frequency
"2016-2017",12.025,1,4.54545454545455,22
"2015-2016",11.125,2,9.09090909090909,11
"2001-2002",8.95,3,13.6363636363636,7.33333333333333
"2002-2003",8.5,4,18.1818181818182,5.5
"2004-2005",8.375,5,22.7272727272727,4.4
"2010-2011",8.3,6,27.2727272727273,3.66666666666667
"2006-2007",8.15,7,31.8181818181818,3.14285714285714
"2021-2022",8.075,8,36.3636363636364,2.75
"2009-2010",7.45,9,40.9090909090909,2.44444444444444
"2018-2019",7.45,10,45.4545454545455,2.2
"2014-2015",7.35,11,50,2
"2008-2009",7.125,12,54.5454545454545,1.83333333333333
"2012-2013",6.625,13,59.0909090909091,1.69230769230769
"2019-2020",6.425,14,63.6363636363636,1.57142857142857
"2005-2006",6.35,15,68.1818181818182,1.46666666666667
"2017-2018",6.2,16,72.7272727272727,1.375
"2011-2012",6.075,17,77.2727272727273,1.29411764705882
"2013-2014",5.45,18,81.8181818181818,1.22222222222222
"2020-2021",5.275,19,86.3636363636364,1.15789473684211
"2003-2004",4.65,20,90.9090909090909,1.1
"2007-2008",3.95,21,95.4545454545455,1.04761904761905
