Years,x4_hr,rank,Probability,Frequency
"1993-1994",3.6,1,7.69230769230769,13
"1995-1996",3.475,2,15.3846153846154,6.5
"1996-1997",3.375,3,23.0769230769231,4.33333333333333
"2000-2001",2.575,4,30.7692307692308,3.25
"2003-2004",2.54,5,38.4615384615385,2.6
"1998-1999",2.425,6,46.1538461538462,2.16666666666667
"2004-2005",2.2225,7,53.8461538461538,1.85714285714286
"1997-1998",1.2,8,61.5384615384615,1.625
"2002-2003",0.95,9,69.2307692307692,1.44444444444444
"2005-2006",0.65,10,76.9230769230769,1.3
"1999-2000",0.625,11,84.6153846153846,1.18181818181818
"2001-2002",0.375,12,92.3076923076923,1.08333333333333
