Years,x2_5_hr,rank,Probability,Frequency
"2016-2017",15.08,1,4.34782608695652,23
"2010-2011",14.72,2,8.69565217391304,11.5
"2005-2006",14.52,3,13.0434782608696,7.66666666666667
"2015-2016",14.36,4,17.3913043478261,5.75
"2009-2010",14.08,5,21.7391304347826,4.6
"2001-2002",13.4,6,26.0869565217391,3.83333333333333
"2002-2003",13.04,7,30.4347826086957,3.28571428571429
"2017-2018",12.88,8,34.7826086956522,2.875
"2006-2007",12.08,9,39.1304347826087,2.55555555555556
"2008-2009",12,10,43.4782608695652,2.3
"2018-2019",11.84,11,47.8260869565217,2.09090909090909
"2014-2015",11.28,12,52.1739130434783,1.91666666666667
"2019-2020",10.84,13,56.5217391304348,1.76923076923077
"1999-2000",9.6,14,60.8695652173913,1.64285714285714
"2012-2013",8.76,15,65.2173913043478,1.53333333333333
"2003-2004",8.68,16,69.5652173913043,1.4375
"2021-2022",8.16,17,73.9130434782609,1.35294117647059
"2020-2021",7.88,18,78.2608695652174,1.27777777777778
"2004-2005",7.8,19,82.6086956521739,1.21052631578947
"2011-2012",7.36,20,86.9565217391304,1.15
"2013-2014",6.8,21,91.304347826087,1.0952380952381
"2007-2008",6.12,22,95.6521739130435,1.04545454545455
