Years,x4_5_hr,rank,Probability,Frequency
"2019-2020",8.11111111111111,1,4,25
"2015-2016",7.88888888888889,2,8,12.5
"2008-2009",7.64444444444444,3,12,8.33333333333333
"2013-2014",7.22222222222222,4,16,6.25
"2001-2002",6.68888888888889,5,20,5
"2020-2021",6.35555555555556,6,24,4.16666666666667
"1998-1999",6.31111111111111,7,28,3.57142857142857
"2017-2018",6.02222222222222,8,32,3.125
"2014-2015",5.88888888888889,9,36,2.77777777777778
"2018-2019",5.82222222222222,10,40,2.5
"2010-2011",5.71111111111111,11,44,2.27272727272727
"2009-2010",5.44444444444444,12,48,2.08333333333333
"2002-2003",5.37777777777778,13,52,1.92307692307692
"2003-2004",5.35555555555556,14,56,1.78571428571429
"2012-2013",5.15555555555556,15,60,1.66666666666667
"1999-2000",5.13333333333333,16,64,1.5625
"2005-2006",5.06666666666667,17,68,1.47058823529412
"2016-2017",4.33333333333333,18,72,1.38888888888889
"2006-2007",4.17777777777778,19,76,1.31578947368421
"2004-2005",4.11111111111111,20,80,1.25
"2011-2012",3.82222222222222,21,84,1.19047619047619
"2000-2001",3.48888888888889,22,88,1.13636363636364
"2021-2022",3.4,23,92,1.08695652173913
"2007-2008",2.55555555555556,24,96,1.04166666666667
