Years,x2_5_hr,rank,Probability,Frequency
"2010-2011",14.76,1,16.6666666666667,6
"2009-2010",14.16,2,33.3333333333333,3
"2008-2009",12.16,3,50,2
"2011-2012",7.4,4,66.6666666666667,1.5
"2007-2008",6.44,5,83.3333333333333,1.2
