Years,x6_hr,rank,Probability,Frequency
"2009-2010",8.46666666666667,1,5,20
"2006-2007",6.3,2,10,10
"2012-2013",3.5,3,15,6.66666666666667
"2008-2009",3.13333333333333,4,20,5
"2019-2020",3.05,5,25,4
"2021-2022",2.68333333333333,6,30,3.33333333333333
"2015-2016",2.6,7,35,2.85714285714286
"2018-2019",2.26666666666667,8,40,2.5
"2013-2014",2.15,9,45,2.22222222222222
"2011-2012",2.1,10,50,2
"2007-2008",2.08333333333333,11,55,1.81818181818182
"2003-2004",2.05,12,60,1.66666666666667
"2014-2015",2.05,13,65,1.53846153846154
"2005-2006",1.78333333333333,14,70,1.42857142857143
"2004-2005",1.73333333333333,15,75,1.33333333333333
"2017-2018",1.66666666666667,16,80,1.25
"2010-2011",1.26666666666667,17,85,1.17647058823529
"2016-2017",1.2,18,90,1.11111111111111
"2020-2021",0.983333333333333,19,95,1.05263157894737
