Years,x4_hr,rank,Probability,Frequency
"2010-2011",9.1,1,16.6666666666667,6
"2009-2010",8.075,2,33.3333333333333,3
"2002-2003",7.825,3,50,2
"2011-2012",6.1,4,66.6666666666667,1.5
"2008-2009",5.425,5,83.3333333333333,1.2
