Years,x2_hr,rank,Probability,Frequency
"2020-2021",6.9,1,5.88235294117647,17
"2013-2014",5.1,2,11.7647058823529,8.5
"2014-2015",4.7,3,17.6470588235294,5.66666666666667
"2015-2016",4.3,4,23.5294117647059,4.25
"2017-2018",3.95,5,29.4117647058824,3.4
"2008-2009",3.8,6,35.2941176470588,2.83333333333333
"2006-2007",3.7,7,41.1764705882353,2.42857142857143
"2018-2019",3.35,8,47.0588235294118,2.125
"2019-2020",3.25,9,52.9411764705882,1.88888888888889
"2009-2010",3.2,10,58.8235294117647,1.7
"2007-2008",3,11,64.7058823529412,1.54545454545455
"2012-2013",3,12,70.5882352941177,1.41666666666667
"2010-2011",2.1,13,76.4705882352941,1.30769230769231
"2021-2022",1.95,14,82.3529411764706,1.21428571428571
"2011-2012",1.7,15,88.2352941176471,1.13333333333333
"2016-2017",1.45,16,94.1176470588235,1.0625
