Years,x4_hr,rank,Probability,Frequency
"2016-2017",11.725,1,4.34782608695652,23
"2010-2011",11.6,2,8.69565217391304,11.5
"2008-2009",10.1,3,13.0434782608696,7.66666666666667
"2019-2020",9.925,4,17.3913043478261,5.75
"2018-2019",9.85,5,21.7391304347826,4.6
"2005-2006",9.55,6,26.0869565217391,3.83333333333333
"2001-2002",9.475,7,30.4347826086957,3.28571428571429
"2009-2010",9.35,8,34.7826086956522,2.875
"2015-2016",9.125,9,39.1304347826087,2.55555555555556
"2004-2005",8.35,10,43.4782608695652,2.3
"2002-2003",8.15,11,47.8260869565217,2.09090909090909
"2017-2018",8.075,12,52.1739130434783,1.91666666666667
"2014-2015",7.9,13,56.5217391304348,1.76923076923077
"2006-2007",7.7,14,60.8695652173913,1.64285714285714
"1999-2000",7.625,15,65.2173913043478,1.53333333333333
"2012-2013",7.2,16,69.5652173913043,1.4375
"2021-2022",7.05,17,73.9130434782609,1.35294117647059
"2003-2004",6.15,18,78.2608695652174,1.27777777777778
"2013-2014",6.125,19,82.6086956521739,1.21052631578947
"2020-2021",6,20,86.9565217391304,1.15
"2007-2008",5.85,21,91.304347826087,1.0952380952381
"2011-2012",5.75,22,95.6521739130435,1.04545454545455
