Years,x1_5_hr,rank,Probability,Frequency
"2012-2013",21.3333333333333,1,6.66666666666667,15
"2019-2020",19.3333333333333,2,13.3333333333333,7.5
"2009-2010",18.4666666666667,3,20,5
"2021-2022",18.2,4,26.6666666666667,3.75
"2016-2017",17.5333333333333,5,33.3333333333333,3
"2008-2009",16.9333333333333,6,40,2.5
"2010-2011",16.9333333333333,7,46.6666666666667,2.14285714285714
"2020-2021",16.9333333333333,8,53.3333333333333,1.875
"2017-2018",16.6,9,60,1.66666666666667
"2018-2019",14.1333333333333,10,66.6666666666667,1.5
"2014-2015",13.8666666666667,11,73.3333333333333,1.36363636363636
"2011-2012",12.4,12,80,1.25
"2013-2014",11.8,13,86.6666666666667,1.15384615384615
"2015-2016",11.8,14,93.3333333333333,1.07142857142857
