Years,x3_5_hr,rank,Probability,Frequency
"2009-2010",12.8571428571429,1,20,5
"2011-2012",11.9428571428571,2,40,2.5
"2008-2009",10.3142857142857,3,60,1.66666666666667
"2007-2008",8.71428571428571,4,80,1.25
