Years,x3_hr,rank,Probability,Frequency
"2012-2013",14.4666666666667,1,8.33333333333333,12
"2017-2018",11.3333333333333,2,16.6666666666667,6
"2013-2014",9.13333333333333,3,25,4
"2015-2016",9,4,33.3333333333333,3
"2019-2020",8.7,5,41.6666666666667,2.4
"2020-2021",8.4,6,50,2
"2016-2017",7.33333333333333,7,58.3333333333333,1.71428571428571
"2014-2015",7.2,8,66.6666666666667,1.5
"2018-2019",6.93333333333333,9,75,1.33333333333333
"2021-2022",5.1,10,83.3333333333333,1.2
"2011-2012",4.46666666666667,11,91.6666666666667,1.09090909090909
