Years,x3_hr,rank,Probability,Frequency
"2020-2021",14.2,1,6.66666666666667,15
"2019-2020",13.8333333333333,2,13.3333333333333,7.5
"2009-2010",13.7,3,20,5
"2010-2011",13.4,4,26.6666666666667,3.75
"2021-2022",12.9333333333333,5,33.3333333333333,3
"2012-2013",12.5333333333333,6,40,2.5
"2016-2017",11.5666666666667,7,46.6666666666667,2.14285714285714
"2017-2018",10.5666666666667,8,53.3333333333333,1.875
"2018-2019",10.4333333333333,9,60,1.66666666666667
"2008-2009",10,10,66.6666666666667,1.5
"2013-2014",8.96666666666667,11,73.3333333333333,1.36363636363636
"2015-2016",8.96666666666667,12,80,1.25
"2011-2012",8.53333333333333,13,86.6666666666667,1.15384615384615
"2014-2015",7.03333333333333,14,93.3333333333333,1.07142857142857
